Name,Description,semantic
checkmodule - SELinux policy module compiler,This manual page describes the checkmodule command.checkmodule is a program that checks and compiles a SELinux security,checkmodule - SELinux policy module compiler This manual page describes the checkmodule command.checkmodule is a program that checks and compiles a SELinux security
checkpolicy - SELinux policy compiler,This manual page describes the checkpolicy command.checkpolicy is a program that checks and compiles a SELinux security,checkpolicy - SELinux policy compiler This manual page describes the checkpolicy command.checkpolicy is a program that checks and compiles a SELinux security
chfn - change your finger information,"chfn is used to change your finger information. This information isstored in the /etc/passwd file, and is displayed by the finger program.The Linux finger command will display four pieces of information that","chfn - change your finger information chfn is used to change your finger information. This information isstored in the /etc/passwd file, and is displayed by the finger program.The Linux finger command will display four pieces of information that"
chgrp - change group ownership,"Change the group of each FILE to GROUP. With --reference, change thegroup of each FILE to that of RFILE.","chgrp - change group ownership Change the group of each FILE to GROUP. With --reference, change thegroup of each FILE to that of RFILE."
chmem - configure memory,The chmem command sets a particular size or range of memory online oroffline.,chmem - configure memory The chmem command sets a particular size or range of memory online oroffline.
chmod - change file mode bits,"This manual page documents the GNU version of chmod. chmod changes thefile mode bits of each given file according to mode, which can beeither a symbolic representation of changes to make, or an octal number","chmod - change file mode bits This manual page documents the GNU version of chmod. chmod changes thefile mode bits of each given file according to mode, which can beeither a symbolic representation of changes to make, or an octal number"
chown - change file owner and group,"This manual page documents the GNU version of chown. chown changes theuser and/or group ownership of each given file. If only an owner (auser name or numeric user ID) is given, that user is made the owner of","chown - change file owner and group This manual page documents the GNU version of chown. chown changes theuser and/or group ownership of each given file. If only an owner (auser name or numeric user ID) is given, that user is made the owner of"
chronyc - command-line interface for chrony daemon,chronyc is a command-line interface program which can be used tomonitor chronyd’s performance and to change various operatingparameters whilst it is running.,chronyc - command-line interface for chrony daemon chronyc is a command-line interface program which can be used tomonitor chronyd’s performance and to change various operatingparameters whilst it is running.
chrt - manipulate the real-time attributes of a process,"chrt sets or retrieves the real-time scheduling attributes of an exist‐ing pid, or runs command with the given attributes. Both policy (oneof SCHED_OTHER, SCHED_FIFO, SCHED_RR, SCHED_BATCH, or SCHED_IDLE) and","chrt - manipulate the real-time attributes of a process chrt sets or retrieves the real-time scheduling attributes of an exist‐ing pid, or runs command with the given attributes. Both policy (oneof SCHED_OTHER, SCHED_FIFO, SCHED_RR, SCHED_BATCH, or SCHED_IDLE) and"
chsh - change your login shell,"chsh is used to change your login shell. If a shell is not given onthe command line, chsh prompts for one.","chsh - change your login shell chsh is used to change your login shell. If a shell is not given onthe command line, chsh prompts for one."
chvt - change foreground virtual terminal,"The command chvt N makes /dev/ttyN the foreground terminal. (The cor‐responding screen is created if it did not exist yet. To get rid ofunused VTs, use deallocvt(1).) The key combination (Ctrl-)LeftAlt-FN","chvt - change foreground virtual terminal The command chvt N makes /dev/ttyN the foreground terminal. (The cor‐responding screen is created if it did not exist yet. To get rid ofunused VTs, use deallocvt(1).) The key combination (Ctrl-)LeftAlt-FN"
